-2.487733724256567580e+00	-8.316215264909757598e-01	-9.567074683332292828e-01
8.388331863152332923e-01	-2.586944846208998894e-01	-3.014515561036497648e-01
-2.163778264692354902e+00	-8.234721001274544205e-01	3.735180578868749213e-01
-1.904941893487181348e+00	-6.299059537148359311e-01	-1.107264189423939449e+00
-8.957818521158436020e-01	-4.431536991987468088e-01	-5.151187296449307729e-01
-1.514224929695216493e-01	-3.093456207150046544e-01	6.750919558083595673e-01
-4.769673207889392752e-01	-4.214566806806793187e-01	5.939520520594797348e-02
1.914592125286629365e+00	-3.316453409315378575e-01	1.278825978875821390e+00
-3.029323706017639672e+00	-1.086407038565096350e+00	6.395212866665338225e-02
9.074008825902440956e-01	-2.109320516543502499e-01	2.583963773619403215e-01
-8.940888821092195515e-01	-3.962565567853421622e-01	-4.812201428084673660e-01
1.322918035680820559e+00	-2.634371156072994324e-01	-5.533126242232207226e-02
3.900428907548190605e+00	-6.583575604260687442e-01	-1.712979900375111719e-01
3.793210266323242319e+00	-6.372606392954228705e-01	-2.107798155724581457e-01
-4.469461250584230161e-01	-4.045884951807828256e-01	-1.852216843514233394e-02
-1.540815474394255480e+00	-6.698279953100814144e-01	6.252563326320260684e-01
1.543154606635352533e+00	-2.461127201663217134e-01	-1.191393199912611500e-01
-1.017059389445968826e-01	-3.504384537534471211e-01	2.042763448377718782e-01
-1.707794677580089626e+00	-6.159259886422786545e-01	-3.016309089328290671e-01
-9.490282280855148744e-02	-2.863797880752524394e-01	1.174420606581114246e+00
-8.796484964807063101e-01	-4.263406951613040174e-01	-4.512949341461338498e-02
-2.072914814874242118e-01	-3.436632712827618619e-01	1.124577951622709904e+00
-6.215613710599255937e-01	-4.216915419152987288e-01	8.321803899720939812e-01
-8.230323214216964667e-01	-4.227312815785928546e-01	1.111104765703774810e-01
1.093258904533281756e-01	-2.664252579732123705e-01	-3.284686771678261841e-01
-1.920050330105108616e+00	-6.119731589384369563e-01	-5.691285174274225422e-01
